,area_type,availability,location,society,total_sqft,bath,balcony,price,bedrooms
9017,Plot  Area,Ready To Move,other,,600.0,4.0,1.0,40.0,4.0
9019,Plot  Area,Ready To Move,other,,1575.0,4.0,0.0,150.0,5.0
9021,Super built-up  Area,Ready To Move,other,AnialPa,3750.0,3.0,2.0,550.0,4.0
9022,Built-up  Area,Ready To Move,other,Diaste ,4800.0,5.0,3.0,629.0,4.0
9023,Super built-up  Area,Ready To Move,other,,1200.0,2.0,2.0,70.0,2.0
9026,Super built-up  Area,Ready To Move,other,Krtiqa ,1100.0,2.0,1.0,60.0,2.0
9028,Super built-up  Area,Ready To Move,other,,1300.0,2.0,1.0,79.0,2.0
9030,Super built-up  Area,Ready To Move,other,,3500.0,4.0,3.0,350.0,4.0
9032,Built-up  Area,Ready To Move,other,,1000.0,2.0,0.0,110.0,3.0
9038,Built-up  Area,Ready To Move,other,Sancybr,2400.0,3.0,1.0,260.0,3.0
9039,Super built-up  Area,Ready To Move,other,ArnzaFi,1533.0,3.0,2.0,85.0,3.0
9043,Super built-up  Area,Ready To Move,other,ElaleSp,1452.55,2.0,3.0,110.0,2.0
9044,Built-up  Area,Ready To Move,other,,2357.0,3.0,2.0,151.0,3.0
9045,Super built-up  Area,Ready To Move,other,Rakulai,1170.0,2.0,3.0,105.0,2.0
9047,Super built-up  Area,18-Jul,other,,1411.0,3.0,2.0,91.72,3.0
9049,Super built-up  Area,Ready To Move,other,,3095.0,3.0,3.0,375.0,3.0
9051,Plot  Area,Ready To Move,other,,1100.0,3.0,1.0,78.0,3.0
9053,Super built-up  Area,Ready To Move,other,,3600.0,4.0,2.0,365.0,4.0
9056,Built-up  Area,Ready To Move,other,PlhtsHe,1945.0,3.0,3.0,120.0,3.0
9058,Super built-up  Area,Ready To Move,other,,1650.0,3.0,1.0,165.0,3.0
9059,Plot  Area,Ready To Move,other,,1550.0,2.0,1.0,150.0,3.0
9061,Built-up  Area,Ready To Move,other,,1150.0,2.0,1.0,75.0,3.0
9062,Plot  Area,Ready To Move,other,,1200.0,3.0,1.0,74.0,3.0
9063,Super built-up  Area,Ready To Move,other,,1229.0,3.0,1.0,86.03,3.0
9064,Built-up  Area,Ready To Move,other,Skarkev,1030.0,2.0,3.0,61.0,2.0
9065,Built-up  Area,Ready To Move,other,,600.0,1.0,0.0,32.0,1.0
9066,Super built-up  Area,Ready To Move,other,Sid 2ss,1165.0,2.0,1.0,135.0,2.0
9069,Built-up  Area,Ready To Move,other,,3000.0,4.0,2.0,240.0,4.0
9071,Super built-up  Area,Ready To Move,other,,1315.0,2.0,2.0,90.0,2.0
9072,Super built-up  Area,Ready To Move,other,Saeur G,1210.0,2.0,2.0,72.0,2.0
9076,Super built-up  Area,Ready To Move,other,NCiteEl,1170.0,2.0,2.0,68.0,2.0
9077,Plot  Area,Ready To Move,other,,450.0,3.0,1.0,53.0,4.0
9078,Plot  Area,Ready To Move,other,,1600.0,2.0,2.0,110.0,2.0
9080,Super built-up  Area,Ready To Move,other,ShourSp,1370.0,2.0,2.0,75.0,3.0
9083,Super built-up  Area,21-May,other,Soeurri,1980.0,3.0,2.0,224.0,3.0
9085,Super built-up  Area,Ready To Move,other,,1700.0,3.0,1.0,97.0,3.0
9086,Super built-up  Area,Ready To Move,other,Jants V,1900.0,3.0,3.0,160.0,3.0
9088,Built-up  Area,Ready To Move,other,,1100.0,2.0,1.0,75.0,2.0
9089,Built-up  Area,Ready To Move,other,,1929.0,3.0,2.0,115.0,3.0
9090,Built-up  Area,Ready To Move,other,,3161.0,4.0,3.0,214.0,4.0
9092,Plot  Area,Ready To Move,other,,3515.0,3.0,1.0,420.0,3.0
9094,Super built-up  Area,Ready To Move,other,,1100.0,2.0,1.0,70.0,2.0
9098,Super built-up  Area,Ready To Move,other,,700.0,1.0,1.0,41.0,1.0
9103,Plot  Area,Ready To Move,other,,3000.0,3.0,0.0,250.0,3.0
9104,Super built-up  Area,Ready To Move,other,,1100.0,2.0,3.0,61.0,2.0
9105,Plot  Area,Ready To Move,other,,1260.0,1.0,0.0,41.0,1.0
9106,Plot  Area,Ready To Move,other,,1500.0,1.0,0.0,37.5,1.0
9107,Built-up  Area,Ready To Move,other,,600.0,1.0,1.0,17.0,1.0
9109,Super built-up  Area,Ready To Move,other,MJarlPe,1165.0,2.0,2.0,75.0,2.0
9110,Plot  Area,Ready To Move,other,,1272.0,4.0,0.0,75.0,3.0
9115,Super built-up  Area,Ready To Move,other,,1000.0,2.0,1.0,65.0,3.0
9117,Plot  Area,Ready To Move,other,,2400.0,4.0,2.0,325.0,3.0
9119,Built-up  Area,Ready To Move,other,RMcesa ,1463.0,1.0,1.0,142.0,2.0
9121,Super built-up  Area,Ready To Move,other,,2401.0,3.0,2.0,185.0,3.0
9122,Built-up  Area,Ready To Move,other,Rathira,1875.0,2.0,3.0,235.0,3.0
9126,Built-up  Area,Ready To Move,other,,890.0,1.0,1.0,75.0,1.0
9129,Plot  Area,Ready To Move,other,,600.0,3.0,1.0,86.0,5.0
9130,Plot  Area,Ready To Move,other,,2400.0,3.0,2.0,290.0,3.0
9132,Super built-up  Area,Ready To Move,other,,1690.0,3.0,2.0,100.0,3.0
9135,Plot  Area,Ready To Move,other,,1350.0,2.0,0.0,90.0,2.0
9136,Super built-up  Area,Ready To Move,other,Sancya ,1460.0,3.0,2.0,88.0,3.0
9137,Super built-up  Area,Ready To Move,other,DSureSi,1685.0,3.0,2.0,95.0,3.0
9138,Plot  Area,Ready To Move,other,,800.0,5.0,2.0,98.0,5.0
9139,Plot  Area,18-Apr,other,,800.0,1.0,0.0,52.0,1.0
9140,Plot  Area,Ready To Move,other,FeowsMe,4000.0,5.0,1.0,280.0,4.0
9141,Plot  Area,Ready To Move,other,,1100.0,4.0,3.0,150.0,5.0
9143,Plot  Area,Ready To Move,other,,792.0,2.0,1.0,70.0,2.0
9146,Plot  Area,Ready To Move,other,,2400.0,5.0,2.0,235.0,5.0
9149,Plot  Area,Ready To Move,other,,461.82,1.0,1.0,31.7,1.0
9150,Plot  Area,18-Feb,other,,1500.0,2.0,0.0,85.0,3.0
9153,Super built-up  Area,Ready To Move,other,,1260.0,2.0,1.0,75.0,2.0
9157,Plot  Area,Ready To Move,other,,1500.0,7.0,3.0,220.0,6.0
9158,Built-up  Area,Ready To Move,other,Betatsi,2820.0,3.0,2.0,285.0,3.0
9159,Built-up  Area,Ready To Move,other,,1950.0,3.0,2.0,130.0,3.0
9161,Super built-up  Area,Ready To Move,other,,1350.0,2.0,2.0,140.0,3.0
9162,Plot  Area,Ready To Move,other,,600.0,2.0,1.0,85.0,4.0
9163,Plot  Area,Ready To Move,other,PrstaTe,4051.0,4.0,3.0,345.0,4.0
9164,Super built-up  Area,Ready To Move,other,,2100.0,3.0,3.0,170.0,3.0
9165,Built-up  Area,Ready To Move,other,Coner C,1991.0,3.0,2.0,160.0,3.0
9167,Built-up  Area,Ready To Move,other,,1200.0,3.0,2.0,66.0,3.0
9169,Plot  Area,19-Dec,other,,3000.0,4.0,3.0,342.0,4.0
9170,Plot  Area,Ready To Move,other,,2400.0,6.0,2.0,245.0,6.0
9172,Built-up  Area,Ready To Move,other,,1554.9419,5.0,1.0,140.0,5.0
9173,Plot  Area,Ready To Move,other,,1375.0,2.0,1.0,105.0,2.0
9174,Super built-up  Area,20-Dec,other,,1693.0,3.0,2.0,108.0,3.0
9181,Super built-up  Area,Ready To Move,other,,1150.0,2.0,2.0,77.5,3.0
9185,Super built-up  Area,Ready To Move,other,,1058.0,2.0,2.0,60.0,2.0
9186,Built-up  Area,Ready To Move,other,,900.0,1.0,1.0,30.0,1.0
9187,Super built-up  Area,Ready To Move,other,Sorisa ,1672.0,3.0,2.0,150.0,3.0
9190,Built-up  Area,Ready To Move,other,Mancy R,1250.0,3.0,2.0,139.0,3.0
9191,Super built-up  Area,Ready To Move,other,RMcesa ,1468.0,3.0,2.0,130.0,2.0
9195,Built-up  Area,Ready To Move,other,,1480.0,2.0,0.0,145.0,3.0
9198,Plot  Area,Ready To Move,other,,440.0,3.0,0.0,50.0,3.0
9199,Super built-up  Area,Ready To Move,other,,2280.0,3.0,2.0,285.0,3.0
9200,Super built-up  Area,19-Dec,other,,2000.0,3.0,2.0,200.0,3.0
9203,Super built-up  Area,Ready To Move,other,,1080.0,2.0,2.0,75.0,3.0
9204,Super built-up  Area,Ready To Move,other,,2400.0,2.0,1.0,150.0,3.0
9205,Super built-up  Area,Ready To Move,other,,950.0,5.0,2.0,90.0,5.0
9207,Super built-up  Area,Ready To Move,other,Gonoril,1125.0,2.0,1.0,75.0,2.0
9208,Built-up  Area,Ready To Move,other,Puceswn,1596.0,3.0,0.0,95.0,3.0
9209,Plot  Area,Ready To Move,other,,1200.0,5.0,1.0,150.0,6.0
9210,Plot  Area,Ready To Move,other,,1200.0,7.0,2.0,170.0,6.0
9211,Built-up  Area,Ready To Move,other,ShanaSp,1639.0,3.0,3.0,123.0,3.0
9213,Super built-up  Area,Ready To Move,other,,1740.0,3.0,2.0,199.0,3.0
9214,Carpet  Area,Ready To Move,other,,1372.0,2.0,1.0,90.0,3.0
9216,Super built-up  Area,Ready To Move,other,PeBayle,6200.0,5.0,2.0,720.0,5.0
9219,Built-up  Area,Ready To Move,other,Saavear,925.0,2.0,2.0,63.0,2.0
9220,Plot  Area,Ready To Move,other,,1200.0,3.0,1.0,95.0,4.0
9221,Plot  Area,Ready To Move,other,,600.0,7.0,2.0,63.0,6.0
9222,Plot  Area,Ready To Move,other,,1200.0,2.0,0.0,79.0,2.0
9223,Super built-up  Area,18-Apr,other,,2500.0,3.0,2.0,270.0,3.0
9224,Plot  Area,Ready To Move,other,,1584.0,3.0,2.0,145.0,4.0
9225,Super built-up  Area,Ready To Move,other,Puceswn,1570.0,3.0,1.0,115.0,3.0
9226,Built-up  Area,Ready To Move,other,,3000.0,3.0,3.0,400.0,3.0
9230,Built-up  Area,Ready To Move,other,Adthm R,1750.0,3.0,1.0,180.0,3.0
9231,Plot  Area,Ready To Move,other,,1500.0,1.0,0.0,160.0,2.0
9232,Plot  Area,Ready To Move,other,,2100.0,6.0,2.0,275.0,6.0
9234,Built-up  Area,Ready To Move,other,,705.0,1.0,2.0,36.5,1.0
9235,Super built-up  Area,Ready To Move,other,Apitea ,1340.0,3.0,3.0,77.0,3.0
9239,Plot  Area,Ready To Move,other,,1260.0,1.0,1.0,41.0,1.0
9240,Plot  Area,Ready To Move,other,,1200.0,2.0,1.0,125.0,2.0
9241,Built-up  Area,Ready To Move,other,,1270.0,2.0,1.0,175.0,4.0
9242,Plot  Area,Ready To Move,other,,1200.0,3.0,2.0,130.0,3.0
9243,Super built-up  Area,18-May,other,MacleK ,3595.0,6.0,2.0,360.0,4.0
9245,Super built-up  Area,Ready To Move,other,,3100.0,5.0,1.0,385.0,4.0
9247,Plot  Area,Ready To Move,other,,1200.0,4.0,1.0,150.0,4.0
9248,Plot  Area,Ready To Move,other,,3259.0,3.0,0.0,270.0,3.0
9251,Built-up  Area,Ready To Move,other,Raiyai ,596.0,1.0,1.0,42.0,1.0
9252,Plot  Area,Ready To Move,other,UpowsMe,1200.0,4.0,3.0,110.0,4.0
9253,Super built-up  Area,Ready To Move,other,RMcesa ,1910.0,3.0,1.0,190.0,3.0
9256,Built-up  Area,Ready To Move,other,Sorisa ,1750.0,3.0,3.0,149.0,3.0
9258,Super built-up  Area,19-Jun,other,Sancy R,985.0,2.0,1.0,63.0,2.0
9259,Super built-up  Area,16-Jul,other,,1300.0,2.0,1.0,129.0,2.0
9260,Super built-up  Area,Ready To Move,other,Srowsee,1490.0,2.0,3.0,88.0,3.0
9264,Super built-up  Area,Ready To Move,other,,650.0,1.0,0.0,30.0,1.0
9265,Super built-up  Area,Ready To Move,other,,1500.0,2.0,2.0,89.99,3.0
9266,Plot  Area,Ready To Move,other,,1350.0,4.0,2.0,145.0,4.0
9267,Super built-up  Area,Ready To Move,other,,910.0,1.0,1.0,42.0,1.0
9270,Plot  Area,18-Apr,other,,4800.0,4.0,0.0,700.0,4.0
9271,Built-up  Area,Ready To Move,other,,532.0,1.0,1.0,22.49,1.0
9272,Super built-up  Area,Ready To Move,other,,1060.0,3.0,1.0,62.0,3.0
9274,Super built-up  Area,Ready To Move,other,SNiew L,1550.0,2.0,3.0,160.0,2.0
9278,Built-up  Area,Ready To Move,other,,1000.0,2.0,1.0,80.0,2.0
9280,Built-up  Area,15-Jun,other,SRzonhu,1500.0,2.0,0.0,97.0,3.0
9281,Super built-up  Area,19-Mar,other,,1865.0,4.0,2.0,140.0,3.0
9283,Built-up  Area,Ready To Move,other,,3500.0,4.0,2.0,245.0,4.0
9287,Super built-up  Area,18-Dec,other,,1320.0,2.0,2.0,73.0,3.0
9288,Plot  Area,Ready To Move,other,,2150.0,6.0,3.0,205.0,6.0
9291,Plot  Area,Ready To Move,other,,675.0,3.0,1.0,52.0,2.0
9292,Super built-up  Area,Ready To Move,other,,1801.0,3.0,2.0,139.0,3.0
9294,Built-up  Area,Ready To Move,other,,2990.0,4.0,2.0,324.0,4.0
9295,Plot  Area,Ready To Move,other,Keersto,2400.0,2.0,1.0,160.0,2.0
9297,Built-up  Area,18-May,other,,1150.0,2.0,1.0,75.0,2.0
9298,Plot  Area,Ready To Move,other,JRichee,1200.0,3.0,2.0,165.0,3.0
9301,Plot  Area,Ready To Move,other,,600.0,5.0,2.0,85.0,4.0
9306,Super built-up  Area,Ready To Move,other,Naods W,1390.0,2.0,2.0,80.0,3.0
9307,Super built-up  Area,Ready To Move,other,Raeusiy,1550.0,2.0,2.0,90.0,3.0
9308,Plot  Area,Ready To Move,other,,1200.0,6.0,3.0,150.0,11.0
9311,Plot  Area,Ready To Move,other,,1500.0,4.0,0.0,110.0,4.0
9313,Super built-up  Area,Ready To Move,other,ETens G,1839.0,3.0,3.0,165.0,3.0
9315,Super built-up  Area,Ready To Move,other,,900.0,2.0,1.0,70.0,2.0
9317,Plot  Area,Ready To Move,other,CoiewSy,1500.0,3.0,2.0,149.0,3.0
9320,Plot  Area,Ready To Move,other,,750.0,2.0,0.0,50.0,1.0
9321,Built-up  Area,Ready To Move,other,,600.0,3.0,2.0,75.0,2.0
9326,Plot  Area,Ready To Move,other,,1200.0,2.0,0.0,70.0,2.0
9327,Plot  Area,Ready To Move,other,,1200.0,2.0,1.0,160.0,2.0
9328,Super built-up  Area,Ready To Move,other,ETens G,1904.0,3.0,3.0,155.0,3.0
9329,Super built-up  Area,Ready To Move,other,,2770.0,4.0,3.0,315.0,3.0
9330,Built-up  Area,19-Dec,other,,813.0,1.0,1.0,39.0,1.0
9333,Super built-up  Area,Ready To Move,other,,1630.0,2.0,2.0,97.78,3.0
9335,Built-up  Area,Ready To Move,other,,2425.0,4.0,3.0,173.0,4.0
9339,Built-up  Area,Ready To Move,other,,1280.0,2.0,1.0,75.0,2.0
9340,Super built-up  Area,Ready To Move,other,,735.0,1.0,1.0,75.0,1.0
9341,Built-up  Area,Ready To Move,other,,500.0,1.0,0.0,24.0,1.0
9343,Plot  Area,Ready To Move,other,,1200.0,4.0,0.0,145.0,3.0
9344,Plot  Area,Ready To Move,other,,1200.0,2.0,1.0,100.0,2.0
9345,Plot  Area,Ready To Move,other,,1200.0,3.0,1.0,160.0,3.0
9346,Super built-up  Area,Ready To Move,other,Aconyit,1265.0,2.0,1.0,82.0,3.0
9351,Super built-up  Area,Ready To Move,other,,1030.0,2.0,1.0,77.25,2.0
9353,Super built-up  Area,Ready To Move,other,SoliaMa,2000.0,3.0,2.0,160.0,3.0
9354,Built-up  Area,20-Dec,other,,1575.0,3.0,2.0,93.0,3.0
9355,Built-up  Area,Ready To Move,other,Siite E,1300.0,2.0,2.0,70.0,3.0
9357,Super built-up  Area,Ready To Move,other,,1380.0,2.0,1.0,75.0,2.0
9361,Plot  Area,Ready To Move,other,Pudgear,3100.0,3.0,3.0,250.0,3.0
9362,Built-up  Area,Ready To Move,other,,1190.0,2.0,2.0,100.0,2.0
9363,Super built-up  Area,Ready To Move,other,SApusnu,1827.0,3.0,3.0,100.0,3.0
9364,Super built-up  Area,Ready To Move,other,Srmitev,1500.0,3.0,3.0,95.0,3.0
9367,Plot  Area,Ready To Move,other,,971.0,2.0,2.0,135.0,4.0
9371,Super built-up  Area,Ready To Move,other,Itala A,1645.0,3.0,2.0,95.0,3.0
9372,Plot  Area,Ready To Move,other,,1200.0,4.0,2.0,170.0,4.0
9373,Plot  Area,Ready To Move,other,,1200.0,4.0,1.0,140.0,4.0
9376,Super built-up  Area,Ready To Move,other,Koowsis,1097.0,2.0,3.0,65.0,2.0
9377,Built-up  Area,Ready To Move,other,,1600.0,3.0,1.0,165.0,4.0
9379,Built-up  Area,Ready To Move,other,,900.0,2.0,2.0,110.0,2.0
9380,Built-up  Area,Ready To Move,other,,1200.0,2.0,1.0,125.0,2.0
9381,Super built-up  Area,Ready To Move,other,,1355.0,2.0,3.0,75.0,2.0
9383,Plot  Area,18-Mar,other,EmardBo,7500.0,4.0,2.0,900.0,4.0
9386,Super built-up  Area,Ready To Move,other,Prowshi,4104.0,4.0,3.0,360.0,4.0
9387,Plot  Area,Ready To Move,other,,1150.0,3.0,1.0,110.0,4.0
9390,Plot  Area,Ready To Move,other,,2080.0,2.0,1.0,150.0,2.0
9391,Super built-up  Area,Ready To Move,other,Goourta,1505.0,2.0,2.0,90.0,2.0
9392,Plot  Area,Ready To Move,other,,1200.0,3.0,3.0,95.75,3.0
9393,Super built-up  Area,Ready To Move,other,IDldsin,1810.0,4.0,3.0,148.0,3.0
9395,Super built-up  Area,Ready To Move,other,MJarlPe,1530.0,2.0,1.0,97.0,3.0
9400,Plot  Area,Ready To Move,other,,1500.0,2.0,1.0,130.0,3.0
9404,Super built-up  Area,Ready To Move,other,Ciques ,1400.0,2.0,2.0,80.0,2.0
9405,Plot  Area,Ready To Move,other,,1790.0,5.0,1.0,250.0,6.0
9406,Super built-up  Area,Ready To Move,other,SodilDa,1533.0,3.0,2.0,150.0,3.0
9408,Super built-up  Area,Ready To Move,other,Soeurri,3730.0,6.0,2.0,450.0,4.0
9409,Plot  Area,Ready To Move,other,,2400.0,9.0,3.0,350.0,8.0
9410,Super built-up  Area,Ready To Move,other,Prntsax,745.0,2.0,0.0,50.0,2.0
9412,Super built-up  Area,19-Jul,other,,1355.0,2.0,1.0,95.0,2.0
9413,Super built-up  Area,Ready To Move,other,ZeodsWo,833.0,1.0,1.0,49.0,1.0
9415,Super built-up  Area,Ready To Move,other,,3000.0,5.0,2.0,270.0,4.0
9416,Built-up  Area,Ready To Move,other,Papusa ,1220.0,2.0,2.0,68.0,2.0
9417,Plot  Area,Ready To Move,other,,3811.0,3.0,2.0,475.0,4.0
9418,Super built-up  Area,Ready To Move,other,Patust ,1545.0,3.0,3.0,85.0,3.0
9420,Plot  Area,Ready To Move,other,,1350.0,2.0,1.0,110.0,2.0
9422,Super built-up  Area,Ready To Move,other,,1200.0,2.0,1.0,68.0,3.0
9423,Plot  Area,Ready To Move,other,,1200.0,4.0,3.0,120.0,5.0
9425,Plot  Area,Ready To Move,other,,2000.0,4.0,2.0,180.0,5.0
9426,Plot  Area,Ready To Move,other,,875.0,3.0,1.0,98.0,6.0
9430,Built-up  Area,Ready To Move,other,,1280.0,4.0,1.0,115.0,4.0
9432,Plot  Area,Ready To Move,other,,1200.0,3.0,0.0,85.0,3.0
9434,Super built-up  Area,Ready To Move,other,Gonoril,1655.0,3.0,2.0,155.0,3.0
9435,Super built-up  Area,19-Jan,other,,1150.0,2.0,1.0,74.0,2.0
9437,Plot  Area,Ready To Move,other,,1200.0,2.0,0.0,108.0,3.0
9438,Super built-up  Area,Ready To Move,other,Jaanaa ,1200.0,2.0,2.0,75.0,2.0
9443,Plot  Area,Ready To Move,other,,1500.0,2.0,0.0,203.0,2.0
9444,Plot  Area,Ready To Move,other,,1800.0,9.0,1.0,180.0,9.0
9447,Carpet  Area,Ready To Move,other,,4500.0,9.0,2.0,500.0,9.0
9449,Plot  Area,Ready To Move,other,,600.0,3.0,2.0,85.0,2.0
9451,Built-up  Area,Ready To Move,other,Arata A,1550.0,3.0,2.0,160.0,3.0
9454,Built-up  Area,Ready To Move,other,Niarknt,1758.0,3.0,2.0,95.0,3.0
9455,Super built-up  Area,18-Dec,other,Sothadr,3179.0,5.0,3.0,351.0,4.0
9457,Built-up  Area,Ready To Move,other,,1200.0,3.0,0.0,85.0,2.0
9459,Built-up  Area,Ready To Move,other,,1800.0,3.0,3.0,140.0,3.0
9462,Built-up  Area,19-Mar,other,,3900.0,4.0,2.0,333.0,4.0
9463,Plot  Area,Ready To Move,other,,2400.0,4.0,2.0,200.0,3.0
9466,Super built-up  Area,Ready To Move,other,Goourta,2600.0,3.0,2.0,140.0,3.0
9467,Super built-up  Area,Ready To Move,other,,950.0,2.0,1.0,60.0,2.0
9471,Plot  Area,Ready To Move,other,,600.0,3.0,1.0,54.0,3.0
9474,Super built-up  Area,Ready To Move,other,,1900.0,3.0,2.0,205.0,3.0
9476,Super built-up  Area,Ready To Move,other,,1402.0,2.0,2.0,85.0,3.0
9477,Built-up  Area,Ready To Move,other,,1150.0,4.0,1.0,110.0,4.0
9479,Plot  Area,Ready To Move,other,,1200.0,7.0,3.0,169.0,7.0
9480,Super built-up  Area,Ready To Move,other,,2100.0,3.0,2.0,240.0,3.0
9484,Plot  Area,Ready To Move,other,,1200.0,3.0,0.0,140.0,3.0
9485,Built-up  Area,Ready To Move,other,,814.0,2.0,1.0,55.0,2.0
9488,Super built-up  Area,Ready To Move,other,Dovel M,1590.0,3.0,0.0,120.0,3.0
9489,Super built-up  Area,Ready To Move,other,Soeurri,3754.0,6.0,2.0,430.0,4.0
9492,Super built-up  Area,18-Oct,other,,1450.0,2.0,3.0,89.6,3.0
9494,Super built-up  Area,Ready To Move,other,,1250.0,15.0,0.0,125.0,14.0
9495,Built-up  Area,Ready To Move,other,Skarkev,1340.0,2.0,3.0,77.0,2.0
9498,Super built-up  Area,Ready To Move,other,Srowsrj,1665.0,3.0,2.0,105.0,3.0
9500,Plot  Area,Ready To Move,other,,2300.0,4.0,2.0,200.0,4.0
9501,Super built-up  Area,20-Dec,other,,1210.0,2.0,1.0,76.0,2.0
9506,Super built-up  Area,Ready To Move,other,Salms G,1065.0,2.0,1.0,58.0,2.0
9509,Built-up  Area,Ready To Move,other,,1636.0,3.0,2.0,97.0,3.0
9510,Super built-up  Area,Ready To Move,other,,3600.0,4.0,3.0,450.0,4.0
9513,Plot  Area,18-Feb,other,V2gesre,1200.0,3.0,2.0,72.0,3.0
9516,Plot  Area,Ready To Move,other,,750.0,4.0,0.0,85.0,4.0
9518,Plot  Area,Ready To Move,other,,1000.0,1.0,1.0,75.0,2.0
9519,Plot  Area,18-Apr,other,,600.0,8.0,2.0,70.0,8.0
9522,Built-up  Area,Ready To Move,other,TealdEm,1170.0,2.0,2.0,86.0,2.0
9523,Plot  Area,Ready To Move,other,Prsisge,4830.0,5.0,1.0,390.0,4.0
9524,Built-up  Area,Ready To Move,other,,850.0,2.0,1.0,75.0,2.0
9528,Super built-up  Area,Ready To Move,other,Goourta,2065.0,3.0,2.0,130.0,3.0
9529,Built-up  Area,Ready To Move,other,,1150.0,2.0,2.0,125.0,2.0
9532,Built-up  Area,Ready To Move,other,,2550.0,4.0,2.0,290.0,3.0
9533,Built-up  Area,Ready To Move,other,ThBayah,3080.0,2.0,1.0,285.0,4.0
9535,Super built-up  Area,Ready To Move,other,,3400.0,6.0,2.0,420.0,4.0
9536,Plot  Area,Ready To Move,other,,800.0,6.0,2.0,98.0,6.0
9537,Super built-up  Area,Ready To Move,other,,450.0,1.0,1.0,25.0,1.0
9538,Super built-up  Area,Ready To Move,other,Lehidrc,1100.0,2.0,1.0,85.0,2.0
9540,Plot  Area,Ready To Move,other,,1350.0,6.0,3.0,160.0,6.0
9542,Plot  Area,Ready To Move,other,,900.0,4.0,1.0,75.0,4.0
9545,Plot  Area,Ready To Move,other,,1200.0,7.0,3.0,100.0,8.0
9546,Super built-up  Area,Ready To Move,other,,1036.0,2.0,2.0,110.0,2.0
9549,Plot  Area,Ready To Move,other,,1376.0,4.0,1.0,156.0,4.0
9553,Plot  Area,Ready To Move,other,,1100.0,5.0,2.0,121.0,4.0
9555,Super built-up  Area,18-May,other,,1080.0,2.0,1.0,62.0,2.0
9559,Built-up  Area,Ready To Move,other,KroneMo,1475.0,2.0,1.0,200.0,3.0
9560,Plot  Area,Ready To Move,other,,1200.0,3.0,3.0,96.25,3.0
9562,Super built-up  Area,Ready To Move,other,Reeroce,2631.0,3.0,2.0,200.0,4.0
9563,Built-up  Area,Ready To Move,other,,830.0,2.0,1.0,60.0,2.0
9564,Super built-up  Area,Ready To Move,other,,1500.0,2.0,2.0,88.0,2.0
9567,Built-up  Area,18-Jan,other,,856.0,2.0,1.0,48.0,2.0
9568,Super built-up  Area,Ready To Move,other,Malmsri,1143.0,2.0,1.0,62.0,2.0
9570,Built-up  Area,Ready To Move,other,Krone S,1117.0,2.0,1.0,110.0,2.0
9571,Super built-up  Area,Ready To Move,other,Raiyai ,600.0,1.0,1.0,43.0,1.0
9575,Plot  Area,Ready To Move,other,,1200.0,3.0,0.0,70.0,3.0
9576,Built-up  Area,Ready To Move,other,,2675.0,4.0,2.0,290.0,4.0
9580,Built-up  Area,Ready To Move,other,Sueesti,1477.0,2.0,2.0,80.0,3.0
9581,Super built-up  Area,Ready To Move,other,ETntsce,3500.0,5.0,2.0,450.0,4.0
9582,Super built-up  Area,Ready To Move,other,Sonumy ,1793.0,3.0,2.0,98.0,3.0
9586,Plot  Area,18-Apr,other,,1020.0,2.0,1.0,62.0,2.0
9587,Super built-up  Area,Ready To Move,other,Vacesi ,3563.0,6.0,1.0,310.0,4.0
9590,Super built-up  Area,Ready To Move,other,SNtua S,3300.0,5.0,3.0,318.0,4.0
9592,Plot  Area,Ready To Move,other,,1200.0,3.0,1.0,165.0,3.0
9594,Built-up  Area,Ready To Move,other,,800.0,6.0,2.0,75.0,6.0
9597,Super built-up  Area,Ready To Move,other,SaignSo,1718.0,3.0,3.0,223.0,3.0
9598,Super built-up  Area,Ready To Move,other,,1200.0,2.0,2.0,75.0,3.0
9599,Super built-up  Area,Ready To Move,other,Rarelt ,985.0,2.0,1.0,55.0,2.0
9604,Built-up  Area,Ready To Move,other,,1030.0,2.0,2.0,80.0,2.0
9606,Built-up  Area,18-Mar,other,,1150.0,2.0,2.0,69.0,2.0
9607,Plot  Area,Ready To Move,other,,840.0,8.0,0.0,120.0,6.0
9610,Super built-up  Area,Ready To Move,other,,1500.0,2.0,1.0,90.0,3.0
9611,Plot  Area,Ready To Move,other,,900.0,2.0,0.0,55.0,2.0
9616,Built-up  Area,Ready To Move,other,,1750.0,2.0,1.0,225.0,4.0
9618,Built-up  Area,Ready To Move,other,Matrai ,1100.0,2.0,1.0,78.0,2.0
9619,Plot  Area,Ready To Move,other,,1180.0,2.0,2.0,74.0,2.0
9621,Super built-up  Area,Ready To Move,other,,1540.0,3.0,2.0,85.0,3.0
9623,Super built-up  Area,Ready To Move,other,PriumMi,1800.0,3.0,0.0,230.0,3.0
9625,Super built-up  Area,Ready To Move,other,,2000.0,3.0,2.0,120.0,3.0
9626,Built-up  Area,18-Jul,other,,2000.0,3.0,1.0,145.0,3.0
9627,Super built-up  Area,Ready To Move,other,,500.0,1.0,1.0,15.0,1.0
9630,Plot  Area,Ready To Move,other,,1500.0,6.0,0.0,210.0,7.0
9634,Built-up  Area,18-Dec,other,,3160.0,4.0,3.0,206.0,4.0
9635,Plot  Area,Ready To Move,other,,922.0,2.0,1.0,70.0,2.0
9636,Built-up  Area,Ready To Move,other,,850.0,2.0,1.0,72.0,2.0
